tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																10	22217	20864	8948	1338	2808	7426	1322	172,1061718	22,0218544	319,8564292	5,492636053	889,7749068	4,448307214	7,004805613	0,635036496	0
																10	22217	20864	8948	1338	2808	7426	1322	172,1061718	22,0218544	319,8564292	5,492636053	889,7749068	4,448307214	7,004805613	0,635036496	0
																10	22217	20864	8948	1338	2808	7426	1322	172,1061718	22,0218544	319,8564292	5,492636053	889,7749068	4,448307214	7,004805613	0,635036496	0
																10	22332	20873	8483	1260	2803	7053	1522	138,3083742	20,87448308	187,3030411	6,784604889	492,1593544	5,016010283	7,55157592	0,664233577	0
																10	22332	20873	8483	1260	2803	7053	1522	138,3083742	20,87448308	187,3030411	6,784604889	492,1593544	5,016010283	7,55157592	0,664233577	0
																10	22332	20873	8483	1260	2803	7053	1522	138,3083742	20,87448308	187,3030411	6,784604889	492,1593544	5,016010283	7,55157592	0,664233577	0
																10	22836	20686	9519	1243	2771	7238	1727	148,6746536	27,52347107	31,54196856	7,747058455	227,3237565	6,197377031	9,759087968	0,635036496	0
																10	22836	20686	9519	1243	2771	7238	1727	148,6746536	27,52347107	31,54196856	7,747058455	227,3237565	6,197377031	9,759087968	0,635036496	0
																10	22836	20686	9519	1243	2771	7238	1727	148,6746536	27,52347107	31,54196856	7,747058455	227,3237565	6,197377031	9,759087968	0,635036496	0
																10	22385	20727	9502	1290	2598	7051	951	160,7541401	18,49791261	525,6888748	5,189155485	827,7087868	3,508861231	5,462658962	0,642335766	0
																10	22385	20727	9502	1290	2598	7051	951	160,7541401	18,49791261	525,6888748	5,189155485	827,7087868	3,508861231	5,462658962	0,642335766	0
																10	22385	20727	9502	1290	2598	7051	951	160,7541401	18,49791261	525,6888748	5,189155485	827,7087868	3,508861231	5,462658962	0,642335766	0
																10	22274	20664	9458	1258	2534	6984	1346	160,9976887	21,61460972	795,1917466	7,09116357	203,0057511	8,641273032	10,57012862	0,817518248	0
																10	22274	20664	9458	1258	2534	6984	1346	160,9976887	21,61460972	795,1917466	7,09116357	203,0057511	8,641273032	10,57012862	0,817518248	0
																10	22274	20664	9458	1258	2534	6984	1346	160,9976887	21,61460972	795,1917466	7,09116357	203,0057511	8,641273032	10,57012862	0,817518248	0
																10	21830	20945	9477	1249	2802	7151	1144	168,485993	18,08656358	477,4995023	5,201350509	583,9887908	2,895719368	5,360993964	0,540145985	0
																10	21830	20945	9477	1249	2802	7151	1144	168,485993	18,08656358	477,4995023	5,201350509	583,9887908	2,895719368	5,360993964	0,540145985	0
																10	21830	20945	9477	1249	2802	7151	1144	168,485993	18,08656358	477,4995023	5,201350509	583,9887908	2,895719368	5,360993964	0,540145985	0
																10	22657	20764	9337	1312	2780	7193	966	132,9413689	18,69914239	284,7905134	5,656961172	638,7963018	4,641679757	6,62406382	0,700729927	0
																10	22657	20764	9337	1312	2780	7193	966	132,9413689	18,69914239	284,7905134	5,656961172	638,7963018	4,641679757	6,62406382	0,700729927	0
																10	22657	20764	9337	1312	2780	7193	966	132,9413689	18,69914239	284,7905134	5,656961172	638,7963018	4,641679757	6,62406382	0,700729927	0
																10	22285	20987	8958	1180	2687	6452	1414	165,3684356	24,90186928	809,8755384	6,788003431	278,0082088	7,346062774	9,677025001	0,759124088	0
																10	22285	20987	8958	1180	2687	6452	1414	165,3684356	24,90186928	809,8755384	6,788003431	278,0082088	7,346062774	9,677025001	0,759124088	0
																10	22285	20987	8958	1180	2687	6452	1414	165,3684356	24,90186928	809,8755384	6,788003431	278,0082088	7,346062774	9,677025001	0,759124088	0
																10	22502	20944	8016	1255	2686	6349	1736	187,9489398	25,05296341	550,0318493	7,535103668	551,0318493	8,356199879	10,31350796	0,810218978	0
																10	22502	20944	8016	1255	2686	6349	1736	187,9489398	25,05296341	550,0318493	7,535103668	551,0318493	8,356199879	10,31350796	0,810218978	0
																10	22502	20944	8016	1255	2686	6349	1736	187,9489398	25,05296341	550,0318493	7,535103668	551,0318493	8,356199879	10,31350796	0,810218978	0
																10	22439	20742	9320	1374	2753	6821	1202	166,7750836	18,74747782	291,1937811	5,90620152	430,5283338	5,699778636	7,230274751	0,788321168	0
																10	22439	20742	9320	1374	2753	6821	1202	166,7750836	18,74747782	291,1937811	5,90620152	430,5283338	5,699778636	7,230274751	0,788321168	0
																10	22439	20742	9320	1374	2753	6821	1202	166,7750836	18,74747782	291,1937811	5,90620152	430,5283338	5,699778636	7,230274751	0,788321168	0
																10	22358	20948	7615	1339	2857	7493	2072	182,8243049	29,99191817	34,16505362	7,811578242	240,5083515	9,33925466	10,93570845	0,854014599	0
																10	22358	20948	7615	1339	2857	7493	2072	182,8243049	29,99191817	34,16505362	7,811578242	240,5083515	9,33925466	10,93570845	0,854014599	0
																10	22358	20948	7615	1339	2857	7493	2072	182,8243049	29,99191817	34,16505362	7,811578242	240,5083515	9,33925466	10,93570845	0,854014599	0
																10	21808	20974	9345	1409	2832	7088	1085	149,4373794	22,85937854	26,91913604	5,854185119	648,8526811	5,222215684	7,530984724	0,693430657	0
																10	21808	20974	9345	1409	2832	7088	1085	149,4373794	22,85937854	26,91913604	5,854185119	648,8526811	5,222215684	7,530984724	0,693430657	0
																10	21808	20974	9345	1409	2832	7088	1085	149,4373794	22,85937854	26,91913604	5,854185119	648,8526811	5,222215684	7,530984724	0,693430657	0
																10	22211	20772	8472	1183	2765	7291	1251	92,85249747	25,66915872	320,4578755	6,135368332	281,7642491	7,416307589	9,961119016	0,744525547	0
																10	22211	20772	8472	1183	2765	7291	1251	92,85249747	25,66915872	320,4578755	6,135368332	281,7642491	7,416307589	9,961119016	0,744525547	0
																10	22211	20772	8472	1183	2765	7291	1251	92,85249747	25,66915872	320,4578755	6,135368332	281,7642491	7,416307589	9,961119016	0,744525547	0
																10	22529	20857	8541	1301	2732	7078	2426	169,4674834	28,9152014	169,4674834	8,109646614	243,9752508	7,419568986	10,16480951	0,729927007	0
																10	22529	20857	8541	1301	2732	7078	2426	169,4674834	28,9152014	169,4674834	8,109646614	243,9752508	7,419568986	10,16480951	0,729927007	0
																10	22529	20857	8541	1301	2732	7078	2426	169,4674834	28,9152014	169,4674834	8,109646614	243,9752508	7,419568986	10,16480951	0,729927007	0
																10	22686	20682	7420	1148	2679	6696	2482	185,0591475	34,40518315	185,0591475	7,958801613	236,4524624	7,640409419	10,4673609	0,729927007	0
																10	22686	20682	7420	1148	2679	6696	2482	185,0591475	34,40518315	185,0591475	7,958801613	236,4524624	7,640409419	10,4673609	0,729927007	0
																10	22686	20682	7420	1148	2679	6696	2482	185,0591475	34,40518315	185,0591475	7,958801613	236,4524624	7,640409419	10,4673609	0,729927007	0
																10	22730	20916	8909	1197	2903	7615	1208	183,8967688	29,93007578	487,1184337	6,294560427	492,1184337	6,340903302	8,27336907	0,766423358	0
																10	22730	20916	8909	1197	2903	7615	1208	183,8967688	29,93007578	487,1184337	6,294560427	492,1184337	6,340903302	8,27336907	0,766423358	0
																10	22730	20916	8909	1197	2903	7615	1208	183,8967688	29,93007578	487,1184337	6,294560427	492,1184337	6,340903302	8,27336907	0,766423358	0
																10	22323	20806	8465	1150	2963	7150	1096	181,1613234	20,93965868	24,98107488	5,287575308	489,7205194	3,852035384	6,435717655	0,598540146	0
																10	22323	20806	8465	1150	2963	7150	1096	181,1613234	20,93965868	24,98107488	5,287575308	489,7205194	3,852035384	6,435717655	0,598540146	0
																10	22323	20806	8465	1150	2963	7150	1096	181,1613234	20,93965868	24,98107488	5,287575308	489,7205194	3,852035384	6,435717655	0,598540146	0
																10	22860	20767	10263	1395	3153	7890	1276	78,98132227	24,87588057	585,5402871	6,087998744	797,9786824	7,369184826	8,62887454	0,854014599	0
																10	22860	20767	10263	1395	3153	7890	1276	78,98132227	24,87588057	585,5402871	6,087998744	797,9786824	7,369184826	8,62887454	0,854014599	0
																10	22860	20767	10263	1395	3153	7890	1276	78,98132227	24,87588057	585,5402871	6,087998744	797,9786824	7,369184826	8,62887454	0,854014599	0
																10	22736	20879	8600	1282	2648	6815	1658	168,4076979	32,7024254	304,7363144	7,224870073	936,5648126	7,6831853	9,398182019	0,817518248	0
																10	22736	20879	8600	1282	2648	6815	1658	168,4076979	32,7024254	304,7363144	7,224870073	936,5648126	7,6831853	9,398182019	0,817518248	0
																10	22736	20879	8600	1282	2648	6815	1658	168,4076979	32,7024254	304,7363144	7,224870073	936,5648126	7,6831853	9,398182019	0,817518248	0
																10	22530	20840	9128	1204	2806	6778	1539	149,5689923	31,56821097	35,60069253	7,439982597	673,6517397	8,197282231	10,59460062	0,773722628	0
																10	22530	20840	9128	1204	2806	6778	1539	149,5689923	31,56821097	35,60069253	7,439982597	673,6517397	8,197282231	10,59460062	0,773722628	0
																10	22530	20840	9128	1204	2806	6778	1539	149,5689923	31,56821097	35,60069253	7,439982597	673,6517397	8,197282231	10,59460062	0,773722628	0
																10	22742	20751	10058	1337	2796	7353	898	159,4202705	19,40785089	69,97211304	4,987156639	643,8703734	4,68154059	7,28830751	0,642335766	0
																10	22742	20751	10058	1337	2796	7353	898	159,4202705	19,40785089	69,97211304	4,987156639	643,8703734	4,68154059	7,28830751	0,642335766	0
																10	22742	20751	10058	1337	2796	7353	898	159,4202705	19,40785089	69,97211304	4,987156639	643,8703734	4,68154059	7,28830751	0,642335766	0
																10	22345	20814	9527	1304	2715	7184	1239	91,49783274	24,08907689	380,9716247	5,927285911	217,7625424	5,144735199	7,498177896	0,686131387	0
																10	22345	20814	9527	1304	2715	7184	1239	91,49783274	24,08907689	380,9716247	5,927285911	217,7625424	5,144735199	7,498177896	0,686131387	0
																10	22345	20814	9527	1304	2715	7184	1239	91,49783274	24,08907689	380,9716247	5,927285911	217,7625424	5,144735199	7,498177896	0,686131387	0
																10	22527	20930	9460	1296	2800	7230	2012	163,668318	31,86376394	225,2094405	7,046985962	225,2094405	5,780114839	8,335534031	0,693430657	0
																10	22527	20930	9460	1296	2800	7230	2012	163,668318	31,86376394	225,2094405	7,046985962	225,2094405	5,780114839	8,335534031	0,693430657	0
																10	22527	20930	9460	1296	2800	7230	2012	163,668318	31,86376394	225,2094405	7,046985962	225,2094405	5,780114839	8,335534031	0,693430657	0
																10	22430	20871	8401	1448	2700	6698	1562	180,1920166	23,13778517	191,032863	6,981410256	313,7879809	8,955802144	10,48670849	0,854014599	0
																10	22430	20871	8401	1448	2700	6698	1562	180,1920166	23,13778517	191,032863	6,981410256	313,7879809	8,955802144	10,48670849	0,854014599	0
																10	22430	20871	8401	1448	2700	6698	1562	180,1920166	23,13778517	191,032863	6,981410256	313,7879809	8,955802144	10,48670849	0,854014599	0
																10	22229	20634	8786	1168	2536	6350	1247	167,6562573	22,89067835	781,1437184	5,904262254	781,1437184	7,195024764	9,759588046	0,737226277	0
																10	22229	20634	8786	1168	2536	6350	1247	167,6562573	22,89067835	781,1437184	5,904262254	781,1437184	7,195024764	9,759588046	0,737226277	0
																10	22229	20634	8786	1168	2536	6350	1247	167,6562573	22,89067835	781,1437184	5,904262254	781,1437184	7,195024764	9,759588046	0,737226277	0
																10	22213	20621	8256	1288	2599	6851	1624	177,8114857	27,82957488	31,84808729	6,378504763	435,6561732	6,204703628	8,333768599	0,744525547	0
																10	22213	20621	8256	1288	2599	6851	1624	177,8114857	27,82957488	31,84808729	6,378504763	435,6561732	6,204703628	8,333768599	0,744525547	0
																10	22213	20621	8256	1288	2599	6851	1624	177,8114857	27,82957488	31,84808729	6,378504763	435,6561732	6,204703628	8,333768599	0,744525547	0
																10	22865	20754	9316	1287	2944	7277	923	144,0122045	29,05845334	33,07879742	6,203300539	212,5297667	5,279744732	8,127247508	0,649635036	0
																10	22865	20754	9316	1287	2944	7277	923	144,0122045	29,05845334	33,07879742	6,203300539	212,5297667	5,279744732	8,127247508	0,649635036	0
																10	22865	20754	9316	1287	2944	7277	923	144,0122045	29,05845334	33,07879742	6,203300539	212,5297667	5,279744732	8,127247508	0,649635036	0
																10	22319	20474	8555	1263	2827	7125	1517	166,9749788	20,04852641	586,9775681	6,831522043	638,1273613	9,105650888	11,76862426	0,773722628	0
																10	22319	20474	8555	1263	2827	7125	1517	166,9749788	20,04852641	586,9775681	6,831522043	638,1273613	9,105650888	11,76862426	0,773722628	0
																10	22319	20474	8555	1263	2827	7125	1517	166,9749788	20,04852641	586,9775681	6,831522043	638,1273613	9,105650888	11,76862426	0,773722628	0
																10	22433	21042	8901	1235	2787	7048	1890	162,6198063	25,49470996	316,1655762	7,052923934	162,6198063	7,067939343	9,493212647	0,744525547	0
																10	22433	21042	8901	1235	2787	7048	1890	162,6198063	25,49470996	316,1655762	7,052923934	162,6198063	7,067939343	9,493212647	0,744525547	0
																10	22433	21042	8901	1235	2787	7048	1890	162,6198063	25,49470996	316,1655762	7,052923934	162,6198063	7,067939343	9,493212647	0,744525547	0
																10	22688	20848	9434	1279	2691	6795	1432	174,8072843	24,62044841	508,1392539	6,216580474	205,398869	5,261293174	7,587338577	0,693430657	0
																10	22688	20848	9434	1279	2691	6795	1432	174,8072843	24,62044841	508,1392539	6,216580474	205,398869	5,261293174	7,587338577	0,693430657	0
																10	22688	20848	9434	1279	2691	6795	1432	174,8072843	24,62044841	508,1392539	6,216580474	205,398869	5,261293174	7,587338577	0,693430657	0
																10	22665	20937	8859	1262	2915	7218	1989	157,3283198	22,32264649	157,3283198	6,827462424	645,8676861	6,347444555	8,69599904	0,729927007	0
																10	22665	20937	8859	1262	2915	7218	1989	157,3283198	22,32264649	157,3283198	6,827462424	645,8676861	6,347444555	8,69599904	0,729927007	0
																10	22665	20937	8859	1262	2915	7218	1989	157,3283198	22,32264649	157,3283198	6,827462424	645,8676861	6,347444555	8,69599904	0,729927007	0
																10	22990	20625	9755	1216	2747	7090	1988	154,1470369	29,74262843	211,4790566	8,402943814	652,5537611	7,262121058	9,566447932	0,759124088	0
																10	22990	20625	9755	1216	2747	7090	1988	154,1470369	29,74262843	211,4790566	8,402943814	652,5537611	7,262121058	9,566447932	0,759124088	0
																10	22990	20625	9755	1216	2747	7090	1988	154,1470369	29,74262843	211,4790566	8,402943814	652,5537611	7,262121058	9,566447932	0,759124088	0
																10	22189	21011	8687	1319	2745	7353	1314	169,5251114	24,36094338	615,5657302	6,797034923	289,0718805	7,686851849	10,53098703	0,729927007	0
																10	22189	21011	8687	1319	2745	7353	1314	169,5251114	24,36094338	615,5657302	6,797034923	289,0718805	7,686851849	10,53098703	0,729927007	0
																10	22189	21011	8687	1319	2745	7353	1314	169,5251114	24,36094338	615,5657302	6,797034923	289,0718805	7,686851849	10,53098703	0,729927007	0
																10	22536	21075	9172	1284	2848	7216	907	140,8305084	20,45014164	869,296798	5,424628855	336,1713283	5,898502277	7,48235937	0,788321168	0
																10	22536	21075	9172	1284	2848	7216	907	140,8305084	20,45014164	869,296798	5,424628855	336,1713283	5,898502277	7,48235937	0,788321168	0
																10	22536	21075	9172	1284	2848	7216	907	140,8305084	20,45014164	869,296798	5,424628855	336,1713283	5,898502277	7,48235937	0,788321168	0
																10	22427	20961	9596	1278	2854	7171	1444	85,0505128	28,01782852	32,02557238	6,469999739	591,7380725	7,343181387	8,747963913	0,839416058	0
																10	22427	20961	9596	1278	2854	7171	1444	85,0505128	28,01782852	32,02557238	6,469999739	591,7380725	7,343181387	8,747963913	0,839416058	0
																10	22427	20961	9596	1278	2854	7171	1444	85,0505128	28,01782852	32,02557238	6,469999739	591,7380725	7,343181387	8,747963913	0,839416058	0
																10	22353	20956	9356	1296	2803	6672	895	164,6643734	23,61839382	380,0928741	5,397226844	382,3761455	4,599667927	6,564109438	0,700729927	0
																10	22353	20956	9356	1296	2803	6672	895	164,6643734	23,61839382	380,0928741	5,397226844	382,3761455	4,599667927	6,564109438	0,700729927	0
																10	22353	20956	9356	1296	2803	6672	895	164,6643734	23,61839382	380,0928741	5,397226844	382,3761455	4,599667927	6,564109438	0,700729927	0
																10	22175	21000	9195	1238	2974	7241	1209	143,3908125	20,46885776	948,3859131	6,180963148	305,3194856	8,974356584	10,69119002	0,839416058	0
																10	22175	21000	9195	1238	2974	7241	1209	143,3908125	20,46885776	948,3859131	6,180963148	305,3194856	8,974356584	10,69119002	0,839416058	0
																10	22175	21000	9195	1238	2974	7241	1209	143,3908125	20,46885776	948,3859131	6,180963148	305,3194856	8,974356584	10,69119002	0,839416058	0
																10	22887	21064	8560	1257	2689	6628	1502	166,6262307	24,42353483	28,48013273	6,629021703	303,4384141	6,298409692	8,217925027	0,766423358	0
																10	22887	21064	8560	1257	2689	6628	1502	166,6262307	24,42353483	28,48013273	6,629021703	303,4384141	6,298409692	8,217925027	0,766423358	0
																10	22887	21064	8560	1257	2689	6628	1502	166,6262307	24,42353483	28,48013273	6,629021703	303,4384141	6,298409692	8,217925027	0,766423358	0
																10	22198	20926	9491	1303	2057	5364	919	81,4695592	26,28485222	721,5728003	5,503753594	386,1842086	5,912145536	8,181453924	0,722627737	0
																10	22198	20926	9491	1303	2057	5364	919	81,4695592	26,28485222	721,5728003	5,503753594	386,1842086	5,912145536	8,181453924	0,722627737	0
																10	22198	20926	9491	1303	2057	5364	919	81,4695592	26,28485222	721,5728003	5,503753594	386,1842086	5,912145536	8,181453924	0,722627737	0
																10	22571	20928	9805	1367	2836	6505	1097	129,5627555	35,24356903	874,8082709	5,893924983	874,8082709	6,667550318	8,617494279	0,773722628	0
																10	22571	20928	9805	1367	2836	6505	1097	129,5627555	35,24356903	874,8082709	5,893924983	874,8082709	6,667550318	8,617494279	0,773722628	0
																10	22571	20928	9805	1367	2836	6505	1097	129,5627555	35,24356903	874,8082709	5,893924983	874,8082709	6,667550318	8,617494279	0,773722628	0
																10	22330	21002	7991	1293	2785	7248	1522	165,3084825	30,58612982	963,5454293	8,063509455	222,2548694	9,863619758	12,51218432	0,788321168	0
																10	22330	21002	7991	1293	2785	7248	1522	165,3084825	30,58612982	963,5454293	8,063509455	222,2548694	9,863619758	12,51218432	0,788321168	0
																10	22330	21002	7991	1293	2785	7248	1522	165,3084825	30,58612982	963,5454293	8,063509455	222,2548694	9,863619758	12,51218432	0,788321168	0
																10	22098	20775	8884	1335	2711	7276	1110	80,26828938	19,64812385	527,7129091	5,980710106	660,0195065	7,381371717	9,540074766	0,773722628	0
																10	22098	20775	8884	1335	2711	7276	1110	80,26828938	19,64812385	527,7129091	5,980710106	660,0195065	7,381371717	9,540074766	0,773722628	0
																10	22098	20775	8884	1335	2711	7276	1110	80,26828938	19,64812385	527,7129091	5,980710106	660,0195065	7,381371717	9,540074766	0,773722628	0
																10	22325	20824	9091	1371	2644	7225	1451	162,0911846	21,9315503	25,952982	6,475823013	483,2555256	4,583510216	6,900449445	0,664233577	0
																10	22325	20824	9091	1371	2644	7225	1451	162,0911846	21,9315503	25,952982	6,475823013	483,2555256	4,583510216	6,900449445	0,664233577	0
																10	22325	20824	9091	1371	2644	7225	1451	162,0911846	21,9315503	25,952982	6,475823013	483,2555256	4,583510216	6,900449445	0,664233577	0
																10	22681	20824	9534	1254	2730	7118	937	115,6174328	28,34730265	435,4274353	5,874153499	640,5950481	6,566070712	8,104069257	0,810218978	0
																10	22681	20824	9534	1254	2730	7118	937	115,6174328	28,34730265	435,4274353	5,874153499	640,5950481	6,566070712	8,104069257	0,810218978	0
																10	22681	20824	9534	1254	2730	7118	937	115,6174328	28,34730265	435,4274353	5,874153499	640,5950481	6,566070712	8,104069257	0,810218978	0
																10	22249	20708	7754	1162	2703	7192	2205	177,3071946	26,27199851	177,3071946	7,743027303	177,3071946	5,223111533	7,37697196	0,708029197	0
																10	22249	20708	7754	1162	2703	7192	2205	177,3071946	26,27199851	177,3071946	7,743027303	177,3071946	5,223111533	7,37697196	0,708029197	0
																10	22249	20708	7754	1162	2703	7192	2205	177,3071946	26,27199851	177,3071946	7,743027303	177,3071946	5,223111533	7,37697196	0,708029197	0
																10	22262	21090	9158	1193	2681	6815	1196	169,1465947	19,33844845	529,0096722	5,523147149	925,0108689	4,820649951	7,257462015	0,664233577	0
																10	22262	21090	9158	1193	2681	6815	1196	169,1465947	19,33844845	529,0096722	5,523147149	925,0108689	4,820649951	7,257462015	0,664233577	0
																10	22262	21090	9158	1193	2681	6815	1196	169,1465947	19,33844845	529,0096722	5,523147149	925,0108689	4,820649951	7,257462015	0,664233577	0
																10	22366	20842	9961	1331	2887	7539	1145	159,4179748	18,37281907	543,1989733	6,084886877	543,1989733	5,698649716	8,048608362	0,708029197	0
																10	22366	20842	9961	1331	2887	7539	1145	159,4179748	18,37281907	543,1989733	6,084886877	543,1989733	5,698649716	8,048608362	0,708029197	0
																10	22366	20842	9961	1331	2887	7539	1145	159,4179748	18,37281907	543,1989733	6,084886877	543,1989733	5,698649716	8,048608362	0,708029197	0
																10	22442	20968	9336	1276	2664	6701	1154	134,8027364	20,50209859	371,1370605	6,054109691	651,3691689	8,580482156	10,6866005	0,802919708	0
																10	22442	20968	9336	1276	2664	6701	1154	134,8027364	20,50209859	371,1370605	6,054109691	651,3691689	8,580482156	10,6866005	0,802919708	0
																10	22442	20968	9336	1276	2664	6701	1154	134,8027364	20,50209859	371,1370605	6,054109691	651,3691689	8,580482156	10,6866005	0,802919708	0
																10	22028	20792	8949	1262	2719	7347	1050	149,4323198	26,09276365	528,6575148	6,297406506	528,6575148	6,315418343	8,240117267	0,766423358	0
																10	22028	20792	8949	1262	2719	7347	1050	149,4323198	26,09276365	528,6575148	6,297406506	528,6575148	6,315418343	8,240117267	0,766423358	0
																10	22028	20792	8949	1262	2719	7347	1050	149,4323198	26,09276365	528,6575148	6,297406506	528,6575148	6,315418343	8,240117267	0,766423358	0
																10	22610	21033	9371	1294	2713	6948	1103	139,7461379	20,81247299	869,6276358	5,584456528	392,583479	4,716109071	6,730280653	0,700729927	0
																10	22610	21033	9371	1294	2713	6948	1103	139,7461379	20,81247299	869,6276358	5,584456528	392,583479	4,716109071	6,730280653	0,700729927	0
																10	22610	21033	9371	1294	2713	6948	1103	139,7461379	20,81247299	869,6276358	5,584456528	392,583479	4,716109071	6,730280653	0,700729927	0
																10	22914	20741	8381	1304	2835	6791	1548	175,5974427	25,87584797	798,9540706	7,848504172	753,9906155	9,943080541	11,84523508	0,839416058	0
																10	22914	20741	8381	1304	2835	6791	1548	175,5974427	25,87584797	798,9540706	7,848504172	753,9906155	9,943080541	11,84523508	0,839416058	0
																10	22914	20741	8381	1304	2835	6791	1548	175,5974427	25,87584797	798,9540706	7,848504172	753,9906155	9,943080541	11,84523508	0,839416058	0
																10	22521	20980	8625	1357	2830	7197	1630	138,7091493	21,86069891	529,9300386	7,873236403	226,592162	8,322310076	10,85863315	0,766423358	0
																10	22521	20980	8625	1357	2830	7197	1630	138,7091493	21,86069891	529,9300386	7,873236403	226,592162	8,322310076	10,85863315	0,766423358	0
																10	22521	20980	8625	1357	2830	7197	1630	138,7091493	21,86069891	529,9300386	7,873236403	226,592162	8,322310076	10,85863315	0,766423358	0
																10	22185	20823	9490	1420	2745	7206	945	157,3538202	27,86554885	31,92830208	5,358222998	745,9152246	3,565670374	6,262780016	0,569343066	0
																10	22185	20823	9490	1420	2745	7206	945	157,3538202	27,86554885	31,92830208	5,358222998	745,9152246	3,565670374	6,262780016	0,569343066	0
																10	22185	20823	9490	1420	2745	7206	945	157,3538202	27,86554885	31,92830208	5,358222998	745,9152246	3,565670374	6,262780016	0,569343066	0
																10	22744	20645	9541	1375	2801	7357	1144	169,7997488	38,9589684	242,1933306	6,830982478	242,1933306	6,521219426	8,758892759	0,744525547	0
																10	22744	20645	9541	1375	2801	7357	1144	169,7997488	38,9589684	242,1933306	6,830982478	242,1933306	6,521219426	8,758892759	0,744525547	0
																10	22744	20645	9541	1375	2801	7357	1144	169,7997488	38,9589684	242,1933306	6,830982478	242,1933306	6,521219426	8,758892759	0,744525547	0
																10	22252	20623	9422	1165	2711	6687	944	137,5511294	26,33151288	483,3673491	5,016137286	489,78294	3,694422417	5,954539661	0,620437956	0
																10	22252	20623	9422	1165	2711	6687	944	137,5511294	26,33151288	483,3673491	5,016137286	489,78294	3,694422417	5,954539661	0,620437956	0
																10	22252	20623	9422	1165	2711	6687	944	137,5511294	26,33151288	483,3673491	5,016137286	489,78294	3,694422417	5,954539661	0,620437956	0
																10	22518	20628	9683	1302	2929	7521	1020	128,4482002	18,34134455	427,2408203	5,686972522	590,6119669	5,953614006	7,996520773	0,744525547	0
																10	22518	20628	9683	1302	2929	7521	1020	128,4482002	18,34134455	427,2408203	5,686972522	590,6119669	5,953614006	7,996520773	0,744525547	0
																10	22518	20628	9683	1302	2929	7521	1020	128,4482002	18,34134455	427,2408203	5,686972522	590,6119669	5,953614006	7,996520773	0,744525547	0
																10	22797	20878	9221	1293	2747	7110	2182	162,1598638	37,30304162	268,3331766	8,270964922	319,7154869	7,763661804	10,22713142	0,759124088	0
																10	22797	20878	9221	1293	2747	7110	2182	162,1598638	37,30304162	268,3331766	8,270964922	319,7154869	7,763661804	10,22713142	0,759124088	0
																10	22797	20878	9221	1293	2747	7110	2182	162,1598638	37,30304162	268,3331766	8,270964922	319,7154869	7,763661804	10,22713142	0,759124088	0
																10	22428	21463	9335	1381	2654	7410	1644	125,4611055	20,70964292	287,4655154	7,528764469	125,4611055	6,777441416	9,193163109	0,737226277	0
																10	22428	21463	9335	1381	2654	7410	1644	125,4611055	20,70964292	287,4655154	7,528764469	125,4611055	6,777441416	9,193163109	0,737226277	0
																10	22428	21463	9335	1381	2654	7410	1644	125,4611055	20,70964292	287,4655154	7,528764469	125,4611055	6,777441416	9,193163109	0,737226277	0
																10	22724	20802	9470	1243	2697	7281	1393	146,0028248	24,97032336	882,2829833	7,284216997	229,3445757	7,674672557	9,646148076	0,795620438	0
																10	22724	20802	9470	1243	2697	7281	1393	146,0028248	24,97032336	882,2829833	7,284216997	229,3445757	7,674672557	9,646148076	0,795620438	0
																10	22724	20802	9470	1243	2697	7281	1393	146,0028248	24,97032336	882,2829833	7,284216997	229,3445757	7,674672557	9,646148076	0,795620438	0
																10	22503	20827	9451	1284	2696	7443	957	130,1908972	19,60091897	433,057894	5,747461711	882,5643458	6,190786375	8,155170513	0,759124088	0
																10	22503	20827	9451	1284	2696	7443	957	130,1908972	19,60091897	433,057894	5,747461711	882,5643458	6,190786375	8,155170513	0,759124088	0
																10	22503	20827	9451	1284	2696	7443	957	130,1908972	19,60091897	433,057894	5,747461711	882,5643458	6,190786375	8,155170513	0,759124088	0
																10	21812	20905	9386	1293	2679	7485	942	173,2904361	21,37710389	920,8615569	4,9330345	449,4407658	3,562248513	6,594973599	0,540145985	0
																10	21812	20905	9386	1293	2679	7485	942	173,2904361	21,37710389	920,8615569	4,9330345	449,4407658	3,562248513	6,594973599	0,540145985	0
																10	21812	20905	9386	1293	2679	7485	942	173,2904361	21,37710389	920,8615569	4,9330345	449,4407658	3,562248513	6,594973599	0,540145985	0
																10	22337	20853	9583	1296	2687	6847	1027	146,175261	21,21226962	921,5071949	5,407938814	648,7301242	7,299038726	8,695376569	0,839416058	0
																10	22337	20853	9583	1296	2687	6847	1027	146,175261	21,21226962	921,5071949	5,407938814	648,7301242	7,299038726	8,695376569	0,839416058	0
																10	22337	20853	9583	1296	2687	6847	1027	146,175261	21,21226962	921,5071949	5,407938814	648,7301242	7,299038726	8,695376569	0,839416058	0
																10	22067	20570	8933	1267	2854	7300	1244	82,24581924	30,73232804	34,73328025	6,730744843	592,8147885	6,067102295	8,229633807	0,737226277	0
