tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																18	3	2747	0	810	2	477	1	473,4060918	11,91648315	473,4060918	6,131586003	238,1907304	7,071235253	8,806902087	0,802919708	0
																18	5	2801	0	856	5	424	3	684,4153071	13,94556782	684,4153071	7,111309801	667,5145964	8,018416888	9,470026842	0,846715328	0
																18	6	2658	0	627	6	448	1	631,0602246	11,02861982	631,0602246	4,89791738	258,9521536	8,831487597	10,52098957	0,839416058	0
																18	3	2833	0	892	2	483	1	605,7520832	2,242399023	721,337191	1,638634311	664,766303	5,948289841	7,835727964	0,759124088	0
																18	4	2728	0	696	3	423	1	437,4919284	15,28497383	642,3312921	7,262976101	248,0264827	11,70412588	13,03630281	0,897810219	0
																18	5	2829	0	863	4	439	1	643,3027651	4,926614241	723,4372802	3,16652602	602,4407909	5,126681373	7,023553481	0,729927007	0
																18	7	2877	0	912	5	347	4	645,4710751	28,03580115	645,4710751	13,29480467	898,549359	7,855798236	9,96522554	0,788321168	0
																18	12	2556	0	656	9	422	4	642,9538904	21,41013237	725,5985762	8,479360359	671,0752619	10,08392702	11,32375412	0,890510949	0
																18	6	2775	0	709	4	494	2	672,8508782	12,13716829	927,0818174	6,370341551	568,5950948	10,91739727	12,25970021	0,890510949	0
																18	6	2839	0	836	5	442	2	705,0854441	14,67657364	705,0854441	5,18180721	652,0635849	8,534106195	9,583381547	0,890510949	0
																18	2	2779	0	891	2	401	1	637,9984163	4,632266123	665,2836833	3,604795093	260,8969543	12,25036542	13,11171924	0,934306569	0
																18	6	2564	0	620	5	440	1	610,5578288	2,550545802	660,6606396	1,789314247	212,3749191	8,06615828	9,693541091	0,832116788	0
																18	6	2794	0	687	6	516	1	614,3262402	4,251497176	706,1807911	2,258950082	343,0291672	10,39291126	11,30022891	0,919708029	0
																18	3	2590	0	565	3	441	1	614,1891225	13,38527919	699,6406947	6,256663231	256,0013709	10,38389722	11,47253161	0,905109489	0
																18	4	2826	0	750	4	450	2	667,6729984	13,26473647	667,6729984	7,32180608	254,6860557	10,48367811	12,17172798	0,861313869	0
																18	4	2866	0	882	4	472	1	606,4808509	12,05341063	719,5998642	5,260830509	787,3497367	9,213478596	10,43178982	0,883211679	0
																18	7	2682	0	791	7	427	3	618,2378304	14,52085784	618,2378304	7,20247047	652,1636188	6,224657989	7,614090575	0,817518248	0
																18	6	2870	0	752	6	472	2	691,0272467	8,44047011	712,657145	2,987143526	497,1825098	10,03470658	10,82484095	0,927007299	0
																18	6	2844	0	805	4	456	2	648,6145436	16,20933559	707,7347796	7,062987917	709,6816895	10,03297145	11,55056377	0,868613139	0
																18	5	2655	0	774	4	424	1	312,4815254	9,739752566	312,4815254	5,744664339	557,3824481	11,07331275	11,94522714	0,927007299	0
																18	2	2929	0	922	0	421	1	820,474363	4,276472707	901,3739607	3,44506669	665,5928017	7,544709308	8,910561856	0,846715328	0
																18	5	2687	0	713	5	452	2	615,1468505	13,15561923	696,1814087	5,053673177	405,9062331	7,958336596	10,18964592	0,781021898	0
																18	6	2724	0	700	6	431	1	621,916341	11,71015752	714,5546658	6,052068417	253,0272328	8,636390611	10,47066826	0,824817518	0
																18	8	2890	1	839	6	464	1	39,16246179	19,64935307	39,16246179	9,062528279	833,7902042	12,22007248	13,50120911	0,905109489	0
																18	6	2849	0	810	3	418	2	721,401142	16,00334576	721,401142	7,500136836	677,7879815	9,560346346	11,2910987	0,846715328	0
																18	8	2805	1	958	5	442	2	708,7388383	11,78930647	692,9423922	3,787270586	209,4404731	9,205680333	10,7793009	0,854014599	0
																18	2	2733	0	973	2	412	1	665,1497426	7,830396227	717,3950212	4,634922489	656,3487009	7,663798973	9,632481277	0,795620438	0
																18	7	2753	0	738	7	438	2	644,0442399	29,71852051	644,0442399	6,62361838	693,8956906	12,60487456	14,39056512	0,875912409	0
																18	6	2946	0	708	4	427	1	400,7214116	16,17016804	630,6628181	7,949591401	841,5816234	9,78014953	11,07339244	0,883211679	0
																18	2	2926	0	914	2	479	1	647,5831817	9,295410514	714,2846259	6,496759337	225,7964796	8,382686687	10,25382211	0,817518248	0
																18	6	2737	0	808	5	414	2	701,1428036	11,42220385	701,1428036	7,923180229	665,5485823	8,287464333	10,51280198	0,788321168	0
																18	7	2715	0	729	6	459	2	609,0208306	13,70878553	718,3331461	7,216928577	681,4590403	9,900267203	12,11014828	0,817518248	0
																18	1	2756	0	715	1	445	1	626,2229769	0	0	0,141968547	231,0003319	10,91283382	12,7782755	0,854014599	0
																18	11	2762	0	743	10	415	2	610,0174875	15,22235887	643,3336037	8,305737299	351,3002382	8,510779294	9,403038414	0,905109489	0
																18	7	2663	0	814	6	399	2	648,9987738	14,33192556	648,9987738	6,048198189	504,2844545	10,32978649	11,79317291	0,875912409	0
																18	6	2674	0	779	5	412	1	475,9402289	19,51644628	671,9058269	5,953099965	672,7655305	7,207307578	8,586096854	0,839416058	0
																18	4	2789	0	749	3	469	1	227,3477125	7,048869061	227,3477125	3,98925893	317,7914697	11,78263169	14,15982931	0,832116788	0
																18	6	2858	0	752	6	439	3	651,4545827	9,035842638	711,242675	6,690530368	200,6248538	9,053415726	10,33598295	0,875912409	0
																18	6	2917	0	815	6	415	2	685,0828851	9,059417603	648,5384647	4,738831992	915,7484196	7,960255928	9,650929754	0,824817518	0
																18	5	2847	0	776	5	451	2	688,3607569	12,52499432	706,6307728	6,091116984	893,2338672	9,866241419	11,35861407	0,868613139	0
																18	9	2679	0	592	7	462	3	645,4799954	21,85475922	645,4799954	9,629005045	219,7510164	13,08923874	14,57907079	0,897810219	0
																18	6	2657	0	813	6	432	2	648,3579234	15,20740396	648,3579234	7,411328009	681,2197314	10,58870102	11,79391903	0,897810219	0
																18	6	2730	0	719	6	467	2	677,5087256	7,836974104	615,5271418	3,908318079	202,3051389	6,545080537	8,226385628	0,795620438	0
																18	6	2756	0	717	6	456	1	604,7864295	13,9622635	619,8690117	5,66770781	454,3327665	8,856008624	9,706185452	0,912408759	0
																18	4	2806	0	757	2	425	2	721,4626158	15,62418444	721,4626158	10,60673937	579,0470907	8,413148074	9,936217984	0,846715328	0
																18	7	2808	0	780	6	448	1	600,6093796	4,79406207	671,6782181	2,434679908	743,3344316	7,147018927	9,325158029	0,766423358	0
																18	3	2632	0	677	3	457	2	717,5467743	4,9477369	644,0387222	2,565431567	656,5236495	8,588537612	9,971437736	0,861313869	0
																18	11	2753	1	748	8	530	2	646,827933	12,95966957	646,827933	5,062010441	681,3583143	11,45233995	12,75585831	0,897810219	0
																18	10	2570	0	665	9	447	2	633,7556082	12,26528064	633,7556082	5,262489809	669,0998743	9,266370925	11,03906797	0,839416058	0
																18	5	2714	0	798	5	414	2	635,0845139	6,573566165	635,0845139	2,968997566	408,1728272	7,45006506	9,195125344	0,810218978	0
																18	3	2877	0	724	3	471	1	609,855466	2,29653439	609,855466	1,74898709	821,1416611	12,99284054	13,90639965	0,934306569	0
																18	5	2741	0	734	5	438	2	663,9062887	12,65766996	703,8769848	3,359067523	242,6079049	11,52471252	13,26794635	0,868613139	0
																18	4	2906	0	1007	3	442	1	635,8092333	6,842396041	645,6136679	4,664866292	220,1147708	5,564948771	8,025241912	0,693430657	0
																18	7	2683	0	703	4	417	1	359,6413907	24,11231391	359,6413907	8,168907071	389,0506917	9,844048661	11,62616092	0,846715328	0
																18	4	2831	0	901	3	434	1	620,3335254	14,67740835	722,2855279	5,730396356	666,5277439	6,608274277	8,382718296	0,788321168	0
																18	5	2933	0	789	5	500	1	614,8051154	6,706097041	614,8051154	3,665946589	614,8051154	8,402180086	9,923264411	0,846715328	0
																18	3	2924	0	757	3	434	1	624,0842911	7,282582164	670,0783669	4,588665613	229,24214	10,8730024	12,31075479	0,883211679	0
																18	5	2676	0	763	5	446	4	631,6207926	8,880690627	631,6207926	6,439640047	455,3033737	8,875292154	11,25847245	0,788321168	0
																18	8	2839	0	718	8	432	2	614,1373947	10,2845407	646,3142701	4,829879099	848,6034823	11,25832313	12,33912215	0,912408759	0
																18	7	2937	0	916	5	474	1	311,746696	9,464997373	640,2218812	4,654971405	666,5231752	8,464104723	10,35341381	0,817518248	0
																18	4	2846	0	960	4	432	2	681,8731329	17,36239066	656,1168368	9,863976116	465,9146985	6,331671452	8,58850484	0,737226277	0
																18	7	2754	0	763	7	412	2	651,7186697	13,48514866	711,0875619	4,327979105	665,2004276	9,782714788	10,80832198	0,905109489	0
																18	7	2538	0	763	7	464	1	608,9201062	9,131229646	637,460341	4,899791729	608,9201062	9,291356609	10,43373652	0,890510949	0
																18	11	2918	1	1025	9	470	3	629,7470118	6,747489195	629,7470118	2,736984174	653,5042809	6,998858755	8,410909205	0,832116788	0
																18	6	2737	0	803	6	446	1	615,7104455	9,742878681	712,9309366	4,238880841	236,6362155	7,904774573	9,669233183	0,817518248	0
																18	4	2761	0	834	3	437	1	649,6592361	10,48344567	699,7191043	6,332915236	944,554755	6,702723288	8,502528616	0,788321168	0
																18	6	2881	0	978	4	488	2	664,6373537	13,48898729	851,5157697	6,529736308	665,438604	8,055227195	9,59622718	0,839416058	0
																18	7	2812	1	902	5	405	1	173,9159415	12,75524675	173,9159415	6,215901224	506,5483742	8,282471814	9,698278962	0,854014599	0
																18	10	2826	0	862	9	485	2	621,1764563	19,5267351	546,1624244	8,061156742	650,1331132	5,052812812	6,992276315	0,722627737	0
																18	5	2898	0	782	5	462	1	619,6497526	6,784335242	619,6497526	2,677790607	400,5712207	8,029016247	9,48254505	0,846715328	0
																18	3	2905	0	1026	3	371	1	663,4911242	1,347010044	683,1432251	1,160562356	490,0331281	6,299548593	8,89730059	0,708029197	0
										0,900421006	2,48999E-90	0,656405178	1	0,994010179	0	18	5	2644	0	562	5	514	2	603,6577739	13,88185607	719,5593855	3,355530946	507,2532212	10,05415192	11,38362656	0,883211679	0
																19	0	657	0	231	0	124	0	0	0	0	NaN	275,5442177	15,90914346	18,01283185	0,883211679	0
																19	0	741	0	275	0	136	0	0	0	0	NaN	552,064538	7,299568422	9,174686916	0,795620438	0
																19	0	733	0	316	0	117	0	0	0	0	NaN	785,0855691	8,659372281	10,31594785	0,839416058	0
																19	0	726	0	308	0	116	0	0	0	0	NaN	736,8771992	8,978314616	10,60369916	0,846715328	0
																19	0	693	0	274	0	108	0	0	0	0	NaN	944,1668099	7,247808503	9,109630871	0,795620438	0
																19	0	795	0	346	0	152	0	0	0	0	NaN	509,3796144	7,259785117	8,648613575	0,839416058	0
																19	0	718	0	269	0	141	0	0	0	0	NaN	793,5763643	11,72956391	13,06463622	0,897810219	0
																19	0	666	0	258	0	117	0	0	0	0	NaN	670,9636807	9,951735918	11,55413407	0,861313869	0
																19	0	683	0	285	0	109	0	0	0	0	NaN	713,6085922	9,348992094	11,04148204	0,846715328	0
																19	0	765	0	306	0	140	0	0	0	0	NaN	947,63758	7,728093594	9,127145021	0,846715328	0
																19	0	678	0	226	0	131	0	0	0	0	NaN	178,1708333	11,60080587	13,46873224	0,861313869	0
																19	0	730	0	271	0	125	0	0	0	0	NaN	302,4750649	12,35337051	14,58975655	0,846715328	0
																19	0	787	0	311	0	122	0	0	0	0	NaN	843,1239312	10,16989632	11,70819996	0,868613139	0
																19	0	700	0	239	0	110	0	0	0	0	NaN	239,5695756	8,009282963	9,797069339	0,817518248	0
																19	0	660	0	251	0	116	0	0	0	0	NaN	603,4944934	7,262682069	9,12832517	0,795620438	0
																19	0	742	0	314	0	108	0	0	0	0	NaN	802,1162099	8,061970415	10,41971648	0,773722628	0
																19	0	740	0	308	0	147	0	0	0	0	NaN	463,7048214	8,85188233	10,02237917	0,883211679	0
																19	0	734	0	295	0	125	0	0	0	0	NaN	451,855226	8,98662085	10,34594165	0,868613139	0
																19	0	707	0	285	0	133	0	0	0	0	NaN	761,5413027	7,816237091	8,705890093	0,897810219	0
																19	0	770	0	321	0	137	0	0	0	0	NaN	674,8058781	7,961076343	10,09877277	0,788321168	0
																19	0	748	0	318	0	138	0	0	0	0	NaN	564,4572997	8,046498346	10,59971417	0,759124088	0
																19	0	673	0	183	0	130	0	0	0	0	NaN	246,9192443	14,84581628	16,80889943	0,883211679	0
																19	0	699	0	272	0	137	0	0	0	0	NaN	684,4387776	9,693411548	10,97518498	0,883211679	0
																19	0	722	0	325	0	135	0	0	0	0	NaN	509,3208582	7,243433875	9,021367645	0,802919708	0
																19	0	757	0	315	0	130	0	0	0	0	NaN	406,4496556	8,235951569	9,726942802	0,846715328	0
																19	0	693	0	232	0	120	0	0	0	0	NaN	555,7649081	7,739960918	9,383846423	0,824817518	0
																19	0	718	0	277	0	118	0	0	0	0	NaN	440,7684448	8,634415131	9,463318983	0,912408759	0
																19	0	699	0	246	0	136	0	0	0	0	NaN	564,7739176	7,202200023	8,506046579	0,846715328	0
																19	0	771	0	298	0	143	0	0	0	0	NaN	239,4303959	7,2918433	8,919486893	0,817518248	0
																19	0	725	0	313	0	123	0	0	0	0	NaN	668,2710361	8,189650448	9,508322978	0,861313869	0
																19	0	742	0	283	0	120	0	0	0	0	NaN	259,8278287	9,213151543	10,88104967	0,846715328	0
																19	0	734	0	317	0	111	0	0	0	0	NaN	666,1737855	6,106375213	7,746050039	0,788321168	0
																19	0	693	0	237	0	114	0	0	0	0	NaN	250,4552054	11,72977809	13,28082313	0,883211679	0
																19	0	695	0	295	0	116	0	0	0	0	NaN	896,1603861	5,212484616	7,070399925	0,737226277	0
																19	0	764	0	339	0	85	0	0	0	0	NaN	899,6118295	8,403952581	10,09948687	0,832116788	0
																19	0	658	0	234	0	118	0	0	0	0	NaN	672,2711673	10,0971017	11,43225565	0,883211679	0
																19	0	638	0	240	0	129	0	0	0	0	NaN	569,5956038	11,0485516	12,40698007	0,890510949	0
																19	0	738	0	325	0	118	0	0	0	0	NaN	653,7011661	8,624268823	10,01292228	0,861313869	0
																19	0	704	0	301	0	102	0	0	0	0	NaN	262,5340815	12,52141233	13,40182414	0,934306569	0
																19	0	668	0	241	0	131	0	0	0	0	NaN	895,4263999	8,099961422	9,820307211	0,824817518	0
																19	0	703	0	288	0	118	0	0	0	0	NaN	344,152409	10,33619188	11,512669	0,897810219	0
																19	0	706	0	230	0	124	0	0	0	0	NaN	256,7289601	10,75839027	11,9829225	0,897810219	0
																19	0	725	0	249	0	140	0	0	0	0	NaN	269,2500227	10,77602391	12,72685583	0,846715328	0
																19	0	762	0	311	0	112	0	0	0	0	NaN	788,8451523	9,384785914	10,36867476	0,905109489	0
																19	0	735	0	279	0	124	0	0	0	0	NaN	650,9702503	6,375990767	8,088062362	0,788321168	0
																19	0	752	0	314	0	146	0	0	0	0	NaN	766,1545088	10,27214162	11,08097167	0,927007299	0
																19	0	774	0	323	0	119	0	0	0	0	NaN	710,8433485	9,931316137	11,33825259	0,875912409	0
																19	0	725	0	288	0	127	0	0	0	0	NaN	558,4715964	11,20018383	12,17797766	0,919708029	0
																19	0	794	0	350	0	133	0	0	0	0	NaN	670,6080046	7,930067582	9,28563469	0,854014599	0
																19	0	692	0	284	0	98	0	0	0	0	NaN	407,898657	8,012177625	10,45398414	0,766423358	0
																19	0	702	0	255	0	126	0	0	0	0	NaN	254,0282488	8,782747927	11,14107839	0,788321168	0
																19	0	772	0	330	0	134	0	0	0	0	NaN	232,237776	12,47999072	13,46266716	0,927007299	0
																19	0	751	0	319	0	111	0	0	0	0	NaN	679,0644551	9,969127446	11,57432593	0,861313869	0
																19	0	703	0	313	0	128	0	0	0	0	NaN	212,8374227	9,282283296	10,86899839	0,854014599	0
																19	0	726	0	330	0	110	0	0	0	0	NaN	247,720802	8,121796051	9,846779283	0,824817518	0
																19	0	738	0	276	0	116	0	0	0	0	NaN	696,0855645	12,77456709	14,58429743	0,875912409	0
																19	0	751	0	258	0	161	0	0	0	0	NaN	844,0114789	10,01723557	11,3418287	0,883211679	0
																19	0	748	0	321	0	139	0	0	0	0	NaN	227,6607297	8,627829708	10,1897644	0,846715328	0
																19	0	714	0	260	0	130	0	0	0	0	NaN	666,3557468	8,699627509	10,93439421	0,795620438	0
																19	0	746	0	270	0	125	0	0	0	0	NaN	682,7440825	10,31797603	12,73479925	0,810218978	0
																19	0	749	0	265	0	145	0	0	0	0	NaN	232,335059	11,03016965	13,73757493	0,802919708	0
																19	0	718	0	306	0	136	0	0	0	0	NaN	353,0369676	8,608449403	9,746756762	0,883211679	0
																19	0	695	0	274	0	120	0	0	0	0	NaN	241,2067737	10,40316142	11,97674886	0,868613139	0
																19	0	686	0	269	0	129	0	0	0	0	NaN	674,6768804	7,533167053	8,6726377	0,868613139	0
																19	0	677	0	254	0	114	0	0	0	0	NaN	318,7878049	11,84648933	14,23657051	0,832116788	0
																19	0	759	0	311	0	118	0	0	0	0	NaN	656,5362568	9,198502086	10,32946546	0,890510949	0
																19	0	756	0	307	0	128	0	0	0	0	NaN	916,5826254	8,016145787	9,467344593	0,846715328	0
																19	0	735	0	324	0	110	0	0	0	0	NaN	895,9314264	9,810623826	11,48765354	0,854014599	0
																19	0	653	0	226	0	119	0	0	0	0	NaN	220,628711	13,10846658	14,84181754	0,883211679	0
																19	0	653	0	276	0	128	0	0	0	0	NaN	682,3157031	10,6759523	11,79520537	0,905109489	0
																19	0	731	0	264	0	143	0	0	0	0	NaN	203,3344079	6,85429871	8,694804845	0,788321168	0
																19	0	704	0	302	0	100	0	0	0	0	NaN	456,1821736	9,252203421	9,825983478	0,941605839	0
																19	0	675	0	260	0	113	0	0	0	0	NaN	580,2089185	8,380534739	9,983767472	0,839416058	0
