;;;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;;;;
R1241;42250;16:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1241;42251;16:06;34,23153395;20,286;0;0;0;0;0;0;32,71052037;0;0;0;10,90350679;10,90350679;;;;
R1241;42254;16:06;92,91416358;20,286;0;0,203401533;1,746078497;0;0;0;9,595803634;4,797901817;14,39370545;33,58531272;43,18111635;9,595803634;;;;
R1241;42255;16:06;136,9261358;6,762;0;0;0;0;0;0;39,63810643;4,954763304;4,954763304;39,63810643;24,77381652;29,72857982;;;;
R1241;42256;16:06;48,90219136;6,762;0;0,203401533;0;0;0;0;13,96689822;13,96689822;0;23,2781637;0;4,655632741;;;;
R1241;42257;16:06;0;6,762;2,461473969;0;0;0;0;0;0;0;0;3,074491323;3,074491323;3,074491323;;;;
R1241;42258;16:06;4,890219136;13,524;1,230736984;0;0;0;0;0;0;0;0;9,82247806;0;9,82247806;;;;
R1241;42261;16:06;88,02394444;33,81;1,230736984;0;0;0;0;0;30,76617036;5,12769506;5,12769506;25,6384753;41,02156048;15,38308518;;;;
R1241;42262;16:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1241;42263;16:06;117,3652593;0;0;0;0;0;0;0;34,23153395;9,780438272;0;29,34131481;34,23153395;9,780438272;;;;
R1241;42264;16:06;0;0;0;0,203401533;0;0;0;0;0;0;0;0;0;0,203401533;;;;
R1241;42265;16:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1241;42268;16:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1241;42269;16:06;44,01197222;40,572;0;0;0;0;0;0;28,19465741;5,638931481;0;22,55572593;22,55572593;5,638931481;;;;
R1241;42270;16:06;39,12175309;13,524;2,461473969;0;0;0;0;0;9,184537843;4,592268921;0;18,36907569;4,592268921;18,36907569;;;;
R1241;42271;16:06;117,3652593;33,81;1,230736984;0,203401533;0;0;0;0;54,15172179;9,845767599;4,922883799;24,614419;44,30595419;14,7686514;;;;
R1241;42272;16:06;29,34131481;47,334;4,922947937;0;0;0;0;0;23,99948904;4,799897809;0;9,599795618;28,79938685;14,39969343;;;;
R1241;42275;16:06;146,7065741;20,286;2,461473969;0;0;0;0;0;29,04926538;4,84154423;0;33,89080961;29,04926538;72,62316345;;;;
R1241;42276;16:06;88,02394444;6,762;0;0;0;0;0;0;19,95493567;9,977467836;0;24,94366959;0;39,90987135;;;;
R1241;42277;16:06;112,4750401;20,286;3,692210953;0;0;0;0;0;42,34756068;0;0;32,93699164;32,93699164;28,23170712;;;;
R1243;42249;16:11;29,34131481;6,762;1,230736984;0;0;0;0;0;4,666756475;4,666756475;0;4,666756475;4,666756475;18,6670259;;;;
R1243;42250;16:11;9,780438272;0;0;0;0;0;0;0;0;0;0;9,780438272;0;0;;;;
R1243;42251;16:11;107,584821;20,286;0;0;0;0;0;0;46,03349556;5,11483284;10,22966568;40,91866272;5,11483284;20,45933136;;;;
R1243;42254;16:11;83,13372531;6,762;0;0;6,984313989;0;0;0;44,0363815;0;0;17,6145526;17,6145526;17,6145526;;;;
R1243;42255;16:11;0;6,762;0;0,406803066;0;0;0;0;0;0;0;2,389601022;4,779202044;0;;;;
R1243;42256;16:11;92,91416358;0;1,230736984;0,203401533;0;0;0;0;35,94221032;4,49277629;4,49277629;13,47832887;17,97110516;17,97110516;;;;
R1243;42257;16:11;68,4630679;0;1,230736984;0,203401533;0;0;0;0;26,21145241;0;4,368575401;4,368575401;17,4743016;17,4743016;;;;
R1243;42258;16:11;4,890219136;0;2,461473969;0;0;0;0;0;0;2,450564368;0;0;0;4,901128736;;;;
R1243;42261;16:11;73,35328704;20,286;3,692210953;0,406803066;0;0;0;0;4,24949135;8,498982701;4,24949135;21,24745675;42,4949135;16,9979654;;;;
R1243;42262;16:11;171,1576698;20,286;2,461473969;0;1,746078497;0;0;0;19,08792412;23,85990515;4,77198103;57,26377236;38,17584824;52,49179133;;;;
R1243;42263;16:11;127,1456975;6,762;0;0;0;0;0;0;49,59544353;4,959544353;4,959544353;39,67635482;14,87863306;19,83817741;;;;
R1243;42264;16:11;102,6946019;6,762;0;0;0;0;0;0;14,92590025;4,975300084;9,950600168;39,80240067;29,85180051;9,950600168;;;;
R1243;42265;16:11;14,67065741;0;0;0;0;0;0;0;4,890219136;4,890219136;0;0;4,890219136;0;;;;
R1243;42268;16:11;141,8163549;13,524;0;0;0;0;0;0;35,07685434;5,010979192;0;40,08783353;60,1317503;15,03293757;;;;
R1243;42269;16:11;78,24350617;0;0;0,203401533;1,746078497;0;0;0;44,551659;8,9103318;0;0;17,8206636;8,9103318;;;;
R1243;42270;16:11;0;13,524;1,230736984;0,203401533;0;0;0;0;0;3,739534629;3,739534629;0;7,479069259;0;;;;
R1243;42271;16:11;14,67065741;0;0;0;0;0;0;0;0;0;0;4,890219136;0;9,780438272;;;;
R1243;42272;16:11;29,34131481;13,524;1,230736984;0;0;0;0;0;29,39736787;0;0;0;0;14,69868393;;;;
R1243;42275;16:11;136,9261358;13,524;0;0;0;0;0;0;45,13504074;5,015004527;5,015004527;10,03000905;40,12003621;45,13504074;;;;
R1243;42276;16:11;195,6087654;33,81;0;0;0;0;0;0;101,9638957;10,19638957;0;0;15,29458436;101,9638957;;;;
R1243;42277;16:11;78,24350617;6,762;0;0;0;0;0;0;10,00064779;0;0;10,00064779;20,00129557;45,00291503;;;;
R1245;42249;16:15;58,68262963;6,762;1,230736984;0,203401533;1,746078497;0;0;0;8,578105831;4,289052915;0;17,15621166;30,02337041;8,578105831;;;;
R1245;42250;16:15;112,4750401;6,762;4,922947937;0,203401533;0;0;0;0;38,5955347;4,288392745;0;30,01874921;30,01874921;21,44196372;;;;
R1245;42251;16:15;0;13,524;0;0;0;0;0;0;6,762;0;0;6,762;0;0;;;;
R1245;42254;16:15;63,57284877;0;0;0;3,492156994;0;0;0;8,942000768;0;4,471000384;4,471000384;26,8260023;22,35500192;;;;
R1245;42255;16:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1245;42256;16:15;78,24350617;6,762;0;0,813606133;0;0;0;0;24,51974637;0;4,086624396;36,77961956;12,25987319;8,173248791;;;;
R1245;42257;16:15;0;0;2,461473969;0;0;0;0;0;0;0;0;0;2,461473969;0;;;;
R1245;42258;16:15;88,02394444;0;0;0;0;0;0;0;19,56087654;0;19,56087654;0;14,67065741;34,23153395;;;;
R1245;42261;16:15;19,56087654;0;0;0;0;0;0;0;4,890219136;0;0;4,890219136;9,780438272;0;;;;
R1245;42263;16:15;0;0;3,692210953;0;0;0;0;0;0;0;0;1,230736984;1,230736984;1,230736984;;;;
R1245;42264;16:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1245;42265;16:15;39,12175309;6,762;0;0;0;0;0;0;20,39277915;5,098194787;0;0;0;20,39277915;;;;
R1245;42268;16:15;63,57284877;20,286;0;0;0;0;0;0;41,92942438;0;0;0;31,44706829;10,4823561;;;;
R1245;42269;16:15;53,79241049;13,524;0;0;0;0;0;0;25,89092711;0;5,178185423;10,35637085;15,53455627;10,35637085;;;;
R1245;42270;16:15;44,01197222;0;0;0;0;0;0;0;9,780438272;0;0;9,780438272;14,67065741;9,780438272;;;;
R1245;42271;16:15;107,584821;6,762;0;0;0;0;0;0;34,80120639;9,943201825;0;29,82960548;29,82960548;9,943201825;;;;
R1245;42272;16:15;9,780438272;13,524;1,230736984;0,406803066;0;0;0;0;7,126279521;0;0;3,56313976;14,25255904;0;;;;
R1245;42275;16:15;39,12175309;0;0;0,203401533;0;0;0;0;13,10838487;0;0;4,369461624;21,84730812;0;;;;
R1245;42276;16:15;102,6946019;0;0;0,406803066;0;0;0;0;49,30936757;4,482669779;8,965339558;13,44800934;22,4133489;4,482669779;;;;
R1245;42277;16:15;92,91416358;0;0;0;0;0;0;0;34,23153395;29,34131481;0;4,890219136;14,67065741;9,780438272;;;;
R1247;42249;16:19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1247;42254;16:19;136,9261358;0;0;0;0;0;0;0;9,780438272;34,23153395;0;68,4630679;14,67065741;9,780438272;;;;
R1247;42255;16:19;205,3892037;33,81;1,230736984;0,406803066;0;0;0;0;48,16734875;9,63346975;4,816734875;72,25102313;91,51796263;14,45020463;;;;
R1247;42256;16:19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1247;42257;16:19;0;6,762;0;0;0;0;0;0;0;0;0;6,762;0;0;;;;
R1247;42258;16:19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1247;42261;16:19;78,24350617;13,524;1,230736984;0;0;0;0;0;44,05179939;0;0;19,57857751;19,57857751;9,789288753;;;;
R1247;42262;16:19;303,1935864;54,096;3,692210953;0;0;0;0;0;14,83486839;9,889912257;14,83486839;29,66973677;34,6146929;257,1377187;;;;
R1247;42263;16:19;92,91416358;13,524;0;0;0;0;0;0;55,75332378;15,20545194;0;10,13696796;15,20545194;10,13696796;;;;
R1247;42264;16:19;63,57284877;0;0;0;0;0;0;0;9,780438272;0;0;39,12175309;4,890219136;9,780438272;;;;
R1247;42265;16:19;48,90219136;0;0;0;1,746078497;0;0;0;23,02194084;0;0;0;18,41755267;9,208776337;;;;
R1247;42268;16:19;44,01197222;0;3,692210953;0;0;0;0;0;3,975348598;11,92604579;0;7,950697196;15,90139439;7,950697196;;;;
R1247;42269;16:19;151,5967932;0;2,461473969;0;0;0;0;0;23,34216169;18,67372935;4,668432339;18,67372935;56,02118806;32,67902637;;;;
R1247;42270;16:19;9,780438272;6,762;0;0;0;0;0;0;11,02829218;0;0;0;5,514146091;0;;;;
R1247;42271;16:19;200,4989846;47,334;2,461473969;0;0;0;0;0;140,1648968;5,005889171;5,005889171;20,02355668;45,05300254;35,0412242;;;;
R1247;42272;16:19;44,01197222;6,762;0;0;0;0;0;0;30,46438333;0;0;0;5,077397222;15,23219167;;;;
R1247;42275;16:19;58,68262963;0;0;0;0;0;0;0;14,67065741;4,890219136;0;14,67065741;0;24,45109568;;;;
R1247;42276;16:19;73,35328704;0;2,461473969;0;0;0;0;0;44,59691824;4,459691824;0;13,37907547;8,919383648;4,459691824;;;;
R1247;42277;16:19;112,4750401;13,524;0;0,203401533;0;0;0;0;14,56182019;4,853940064;9,707880127;14,56182019;67,95516089;14,56182019;;;;
R1249;42249;16:24;53,79241049;0;0;0;0;0;0;0;29,34131481;4,890219136;0;9,780438272;9,780438272;0;;;;
R1249;42250;16:24;63,57284877;6,762;0;0;0;0;0;0;35,16742438;0;0;15,07175331;20,09567108;0;;;;
R1249;42251;16:24;176,0478889;20,286;1,230736984;0;0;0;0;0;88,90408164;29,63469388;9,878231294;19,75646259;19,75646259;29,63469388;;;;
R1249;42254;16:24;39,12175309;0;0;0;0;0;0;0;9,780438272;0;4,890219136;14,67065741;4,890219136;4,890219136;;;;
R1249;42255;16:24;136,9261358;20,286;2,461473969;0,203401533;0;0;0;0;18,80906015;0;4,702265038;65,83171054;42,32038535;28,21359023;;;;
R1249;42256;16:24;53,79241049;0;0;0;0;0;0;0;14,67065741;0;0;24,45109568;14,67065741;0;;;;
R1249;42257;16:24;92,91416358;0;0;0,203401533;0;0;0;0;32,59114779;4,655878256;13,96763477;9,311756511;9,311756511;23,27939128;;;;
R1249;42258;16:24;34,23153395;6,762;0;0;1,746078497;0;0;0;0;9,497691655;4,748845828;0;18,99538331;9,497691655;;;;
R1249;42261;16:24;112,4750401;6,762;2,461473969;0;0;0;0;0;51,48783289;0;0;18,72284832;37,44569664;14,04213624;;;;
R1249;42262;16:24;176,0478889;13,524;1,230736984;0,203401533;0;0;0;0;14,32545206;19,10060274;0;33,4260548;9,55030137;114,6036164;;;;
R1249;42263;16:24;58,68262963;33,81;0;0;0;0;0;0;65,28891503;10,88148584;0;10,88148584;5,440742919;0;;;;
R1249;42264;16:24;127,1456975;6,762;0;0;0;0;0;0;19,83817741;9,919088706;0;24,79772176;74,39316529;4,959544353;;;;
R1249;42265;16:24;53,79241049;6,762;4,922947937;0;0;0;0;0;24,55400941;0;8,184669804;8,184669804;16,36933961;8,184669804;;;;
R1249;42268;16:24;68,4630679;47,334;2,461473969;0,406803066;0;0;0;0;4,746613797;4,746613797;0;37,97291038;52,21275177;18,98645519;;;;
R1249;42269;16:24;102,6946019;6,762;2,461473969;0,6102046;0;0;0;0;41,6771409;8,335428179;0;33,34171272;12,50314227;16,67085636;;;;
R1249;42270;16:24;176,0478889;33,81;0;0,203401533;0;0;0;0;70,02043014;0;5,001459296;35,01021507;65,01897084;35,01021507;;;;
R1249;42271;16:24;88,02394444;0;0;0;0;0;0;0;48,90219136;14,67065741;0;4,890219136;19,56087654;0;;;;
R1249;42272;16:24;39,12175309;13,524;0;0;1,746078497;0;0;0;14,83413589;9,889423924;0;4,944711962;14,83413589;9,889423924;;;;
R1249;42275;16:24;63,57284877;33,81;2,461473969;0,203401533;0;0;0;0;23,82088673;4,764177346;4,764177346;0;38,11341877;28,58506408;;;;
R1249;42276;16:24;107,584821;0;0;0,406803066;0;0;0;0;17,99860401;0;4,499651002;58,49546303;8,999302005;17,99860401;;;;
R1249;42277;16:24;53,79241049;13,524;0;0;0;0;0;0;10,35637085;5,178185423;0;25,89092711;5,178185423;20,71274169;;;;
R1251;42249;16:28;34,23153395;0;0;0;0;0;0;0;9,780438272;4,890219136;9,780438272;0;4,890219136;4,890219136;;;;
R1251;42250;16:28;146,7065741;6,762;0;0;0;0;0;0;44,55539247;4,950599164;19,80239665;14,85179749;49,50599164;19,80239665;;;;
R1251;42251;16:28;78,24350617;27,048;0;0;0;10,09709047;0;0;16,48408524;16,48408524;21,97878031;16,48408524;16,48408524;27,47347539;;;;
R1251;42254;16:28;136,9261358;40,572;3,692210953;0,406803066;0;0;0;0;23,28168587;4,656337175;4,656337175;51,21970892;37,2506974;60,53238327;;;;
R1251;42255;16:28;136,9261358;0;0;0;0;0;0;0;4,890219136;19,56087654;0;78,24350617;24,45109568;9,780438272;;;;
R1251;42256;16:28;146,7065741;0;1,230736984;0;0;0;0;0;19,0886853;14,31651397;4,772171324;71,58256987;19,0886853;19,0886853;;;;
R1251;42257;16:28;171,1576698;54,096;0;0,6102046;0;0;0;0;112,9319372;0;14,73025268;19,6403369;34,37058958;44,19075803;;;;
R1251;42258;16:28;132,0359167;60,858;1,230736984;0,203401533;0;0;0;0;46,0250657;25,56948095;5,113896189;20,45558476;51,13896189;46,0250657;;;;
R1251;42261;16:28;180,938108;54,096;0;0,203401533;0;0;0;0;56,25244794;10,22771781;25,56929452;61,36630684;61,36630684;20,45543561;;;;
R1251;42262;16:28;156,4870123;54,096;2,461473969;0;1,746078497;0;0;0;0;179,8246589;4,995129414;4,995129414;14,98538824;9,990258828;;;;
R1251;42263;16:28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1251;42264;16:28;386,3273117;6,762;2,461473969;0;0;0;0;0;4,823790069;371,4318353;0;9,647580139;0;9,647580139;;;;
R1251;42265;16:28;136,9261358;0;0;0;0;0;0;0;73,35328704;0;34,23153395;14,67065741;14,67065741;0;;;;
R1251;42268;16:28;190,7185463;20,286;1,230736984;0,203401533;0;0;0;0;57,93782313;9,656303855;24,14075964;86,9067347;33,79706349;0;;;;
R1251;42269;16:28;39,12175309;20,286;3,692210953;0;0;0;0;0;13,52142087;0;0;27,04284173;13,52142087;9,014280577;;;;
R1251;42270;16:28;141,8163549;6,762;0;0;0;0;0;0;29,71567099;29,71567099;0;49,52611831;29,71567099;9,905223663;;;;
R1251;42271;16:28;39,12175309;27,048;1,230736984;0,203401533;1,746078497;10,09709047;0;0;4,965441286;0;0;14,89632386;29,79264772;29,79264772;;;;
R1251;42272;16:28;29,34131481;0;0;0;0;0;0;0;14,67065741;0;0;4,890219136;9,780438272;0;;;;
R1251;42275;16:28;205,3892037;13,524;1,230736984;0;0;0;0;0;19,56835028;4,892087571;4,892087571;29,35252543;9,784175142;151,6547147;;;;
R1251;42276;16:28;97,80438272;33,81;2,461473969;0;0;0;0;0;19,86308988;4,96577247;9,93154494;29,79463482;44,69195223;24,82886235;;;;
R1251;42277;16:28;166,2674506;20,286;0;0;1,746078497;0;0;0;49,55250766;0;4,955250766;24,77625383;104,0602661;4,955250766;;;;
R1253;42249;16:32;19,56087654;0;0;0;0;0;0;0;9,780438272;0;0;0;4,890219136;4,890219136;;;;
R1253;42250;16:32;48,90219136;27,048;3,692210953;0;0;0;0;0;18,73938878;0;9,36969439;9,36969439;32,79393036;9,36969439;;;;
R1253;42251;16:32;24,45109568;0;0;0;0;0;0;0;19,56087654;4,890219136;0;0;0;0;;;;
R1253;42254;16:32;190,7185463;6,762;2,461473969;0,203401533;0;0;0;0;4,654544693;4,654544693;23,27272346;55,85453632;88,43634917;23,27272346;;;;
R1253;42255;16:32;53,79241049;6,762;2,461473969;0,203401533;1,746078497;0;0;0;16,24134112;0;0;24,36201168;16,24134112;8,120670562;;;;
R1253;42256;16:32;107,584821;27,048;3,692210953;0;1,746078497;0;0;0;23,34518507;18,67614806;18,67614806;46,69037015;32,6832591;0;;;;
R1253;42257;16:32;141,8163549;0;0;0;0;0;0;0;44,01197222;14,67065741;4,890219136;48,90219136;19,56087654;9,780438272;;;;
R1253;42258;16:32;39,12175309;0;1,230736984;0;0;0;0;0;8,967220016;0;0;0;13,45083002;17,93444003;;;;
R1253;42262;16:32;112,4750401;20,286;3,692210953;0,203401533;0;0;0;0;9,110443507;13,66566526;4,555221754;40,99699578;45,55221754;22,77610877;;;;
R1253;42263;16:32;107,584821;0;0;0,406803066;0;0;0;0;44,99651002;0;8,999302005;35,99720802;13,49895301;4,499651002;;;;
R1253;42264;16:32;254,2913951;13,524;3,692210953;0,406803066;0;0;0;0;55,30462558;18,43487519;23,04359399;46,08718798;96,78309476;32,26103159;;;;
R1253;42265;16:32;78,24350617;40,572;3,692210953;0,203401533;0;10,09709047;0;0;39,35058048;4,91882256;0;19,67529024;39,35058048;29,51293536;;;;
R1253;42268;16:32;107,584821;27,048;2,461473969;0;0;0;0;0;48,9622482;0;0;48,9622482;34,27357374;4,89622482;;;;
R1253;42269;16:32;0;33,81;2,461473969;0,203401533;0;0;0;0;0;0;4,559359438;13,67807831;9,118718875;9,118718875;;;;
R1253;42270;16:32;0;13,524;0;0,203401533;0;0;0;0;0;0;0;0;9,151601022;4,575800511;;;;
R1253;42271;16:32;0;40,572;0;0,203401533;0;0;0;0;0;0;0;23,30022945;5,825057362;11,65011472;;;;
R1253;42272;16:32;0;27,048;1,230736984;0,203401533;0;0;0;0;0;0;0;9,494046172;18,98809234;0;;;;
R1253;42275;16:32;288,522929;33,81;0;0;0;0;0;0;25,18226008;5,036452016;10,07290403;20,14580806;211,5309847;50,36452016;;;;
R1253;42276;16:32;156,4870123;20,286;1,230736984;0,203401533;0;0;0;0;24,08204741;9,632818966;4,816409483;43,34768535;24,08204741;72,24614224;;;;
R1253;42277;16:32;4,890219136;6,762;2,461473969;0;0;0;0;0;3,528423276;0;0;0;0;10,58526983;;;;
R1255;42249;16:37;117,3652593;6,762;0;0;0;0;0;0;59,58108444;0;14,89527111;34,75563259;14,89527111;0;;;;
R1255;42250;16:37;4,890219136;0;1,230736984;0;0;10,09709047;0;0;5,406015531;0;0;0;5,406015531;5,406015531;;;;
R1255;42251;16:37;0;13,524;0;0;0;0;0;0;6,762;0;0;0;6,762;0;;;;
R1255;42254;16:37;136,9261358;13,524;1,230736984;0;0;0;0;0;29,35758828;4,89293138;29,35758828;44,03638242;44,03638242;0;;;;
R1255;42255;16:37;24,45109568;6,762;3,692210953;0;0;0;0;0;0;0;7,756734807;23,27020442;3,878367404;0;;;;
R1255;42256;16:37;78,24350617;20,286;0;0;0;0;0;0;36,30034438;0;0;25,92881741;36,30034438;0;;;;
R1255;42257;16:37;14,67065741;0;2,461473969;0;0;0;0;0;10,27927883;0;0;0;3,426426275;3,426426275;;;;
R1255;42258;16:37;34,23153395;6,762;0;0;0;0;0;0;5,124191744;5,124191744;0;0;5,124191744;25,62095872;;;;
R1255;42261;16:37;117,3652593;27,048;4,922947937;0,203401533;0;0;0;0;4,531503295;0;18,12601318;49,84653624;77,03555601;0;;;;
R1255;42262;16:37;44,01197222;6,762;0;0;1,746078497;0;0;0;0;0;0;42,97095059;9,549100131;0;;;;
R1255;42263;16:37;220,0598611;60,858;2,461473969;0,406803066;0;0;0;0;78,28583121;24,46432225;14,67859335;102,7501535;44,03578006;19,5714578;;;;
R1255;42264;16:37;234,7305185;81,144;4,922947937;0,6102046;5,238235492;0;0;0;46,66370094;9,332740187;37,33096075;83,99466168;144,6574729;4,666370094;;;;
R1255;42265;16:37;44,01197222;13,524;0;0;0;0;0;0;15,69162879;5,230542929;15,69162879;0;15,69162879;5,230542929;;;;
R1255;42268;16:37;146,7065741;13,524;2,461473969;0;0;0;0;0;9,570120473;4,785060237;28,71036142;47,85060237;52,6356626;19,14024095;;;;
R1255;42269;16:37;117,3652593;0;1,230736984;1,017007666;0;0;0;0;31,89680104;3,98710013;0;27,90970091;43,85810143;11,96130039;;;;
R1255;42270;16:37;14,67065741;20,286;1,230736984;0;1,746078497;0;0;0;14,22505233;0;0;4,741684111;9,483368222;9,483368222;;;;
R1255;42271;16:37;132,0359167;40,572;0;0;0;0;0;0;5,230542929;156,9162879;0;0;10,46108586;0;;;;
R1255;42272;16:37;39,12175309;40,572;0;0;0;0;0;0;5,692410935;5,692410935;5,692410935;17,0772328;17,0772328;28,46205467;;;;
R1255;42275;16:37;127,1456975;13,524;3,692210953;0;0;0;0;0;32,5978503;18,62734303;0;9,313671515;0;83,82304364;;;;
R1255;42276;16:37;122,2554784;6,762;1,230736984;0;0;0;0;0;14,47202393;19,29603191;0;53,06408775;38,59206382;4,824007977;;;;
R1255;42277;16:37;156,4870123;0;2,461473969;0,203401533;0;0;0;0;31,83037757;13,64159039;4,547196796;54,56636155;31,83037757;22,73598398;;;;
R1257;42249;16:41;806,8861574;40,572;6,153684921;0,406803066;1,746078497;0;0;0;38,24646811;607,1626812;9,561617027;38,24646811;57,36970216;105,1777873;;;;
R1257;42250;16:41;141,8163549;60,858;2,461473969;0;0;0;0;0;71,79754012;15,38518717;15,38518717;30,77037434;46,1555615;25,64197861;;;;
R1257;42251;16:41;146,7065741;67,62;3,692210953;0,203401533;0;0;0;0;24,79797575;9,919190298;9,919190298;44,63635634;99,19190298;29,75757089;;;;
R1257;42254;16:41;283,6327099;27,048;3,692210953;0;0;0;0;0;29,01903885;4,836506474;9,673012949;101,566636;145,0951942;24,18253237;;;;
R1257;42255;16:41;112,4750401;33,81;0;0;1,746078497;0;0;0;10,20904266;5,104521332;0;66,35877731;45,94069199;20,41808533;;;;
R1257;42256;16:41;0;0;2,461473969;0,6102046;0;0;0;0;0;0;0;1,843007141;0,614335714;0,614335714;;;;
R1257;42257;16:41;146,7065741;13,524;0;0;0;0;0;0;35,05043808;10,01441088;15,02161632;40,05764352;35,05043808;25,0360272;;;;
R1257;42258;16:41;29,34131481;13,524;1,230736984;0;0;0;0;0;14,69868393;9,799122622;0;14,69868393;4,899561311;0;;;;
R1257;42261;16:41;136,9261358;40,572;2,461473969;0,203401533;0;0;0;0;14,60781173;0;24,34635288;43,82343518;63,30051749;34,08489403;;;;
R1257;42262;16:41;107,584821;27,048;0;0,813606133;1,746078497;0;0;0;44,25564697;0;0;30,97895288;53,10677637;8,851129395;;;;
R1257;42263;16:41;78,24350617;13,524;1,230736984;0;0;0;0;0;44,05179939;4,894644377;0;19,57857751;4,894644377;19,57857751;;;;
R1257;42264;16:41;14,67065741;6,762;1,230736984;0;1,746078497;10,09709047;0;0;9,859018103;0;0;4,929509052;0;19,71803621;;;;
R1257;42265;16:41;0;20,286;1,230736984;0;1,746078497;0;0;0;0;9,305126193;0;4,652563096;4,652563096;4,652563096;;;;
R1257;42268;16:41;78,24350617;40,572;0;0;0;0;0;0;21,6028193;5,400704826;0;64,80845791;27,00352413;0;;;;
R1257;42269;16:41;107,584821;13,524;0;0;0;0;0;0;20,1848035;0;0;65,60061137;30,27720525;5,046200874;;;;
R1257;42270;16:41;156,4870123;33,81;1,230736984;0;0;0;0;0;90,72367074;15,12061179;0;45,36183537;35,28142751;5,04020393;;;;
R1257;42271;16:41;234,7305185;13,524;1,230736984;0;0;0;0;0;97,8373551;9,78373551;4,891867755;29,35120653;102,7292229;4,891867755;;;;
R1257;42272;16:41;48,90219136;6,762;0;0;0;0;0;0;25,30190516;0;0;0;20,24152413;10,12076207;;;;
R1257;42275;16:41;224,9500802;20,286;3,692210953;0,203401533;0;0;0;0;23,50298988;9,401195952;9,401195952;23,50298988;173,9221251;9,401195952;;;;
R1257;42276;16:41;127,1456975;0;0;0,203401533;0;0;0;0;28,29979979;4,716633299;0;56,59959958;37,73306639;0;;;;
R1257;42277;16:41;141,8163549;0;1,230736984;0;0;0;0;0;57,21883677;9,536472795;0;23,84118199;4,768236397;47,68236397;;;;
R1259;42249;16:45;19,56087654;0;0;0;0;0;0;0;9,780438272;0;0;0;4,890219136;4,890219136;;;;
R1259;42250;16:45;0;13,524;3,692210953;1,017007666;0;0;0;0;0;0;0;1,823321862;10,93993117;5,469965586;;;;
R1259;42251;16:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1259;42254;16:45;58,68262963;6,762;0;0,406803066;3,492156994;10,09709047;0;0;4,41337112;4,41337112;4,41337112;17,65348448;26,48022672;22,0668556;;;;
R1259;42255;16:45;39,12175309;6,762;4,922947937;4,068030664;1,746078497;0;0;0;1,665317947;0;0;4,99595384;43,29826661;6,661271786;;;;
R1259;42256;16:45;19,56087654;13,524;2,461473969;0;0;0;0;0;4,443293814;0;0;13,32988144;13,32988144;4,443293814;;;;
R1259;42257;16:45;0;20,286;7,384421906;0;8,730392486;0;0;0;0;2,600058171;0;5,200116342;7,800174512;20,80046537;;;;
R1259;42258;16:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1259;42261;16:45;102,6946019;27,048;1,230736984;0,203401533;1,746078497;0;0;0;23,73621765;14,24173059;4,747243531;18,98897412;61,7141659;9,494487062;;;;
R1259;42262;16:45;0;0;2,461473969;0;0;0;0;0;0;0;0;0;1,230736984;1,230736984;;;;
R1259;42263;16:45;58,68262963;13,524;0;0;0;0;0;0;10,3152328;5,157616402;0;25,78808201;25,78808201;5,157616402;;;;
R1259;42264;16:45;9,780438272;0;0;0;0;0;0;0;0;4,890219136;0;0;0;4,890219136;;;;
R1259;42265;16:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1259;42268;16:45;117,3652593;0;1,230736984;0;0;0;0;0;18,9753594;0;9,487679699;56,9260782;23,71919925;9,487679699;;;;
R1259;42269;16:45;122,2554784;20,286;1,230736984;0;1,746078497;0;0;0;33,95426857;4,850609796;0;48,50609796;48,50609796;9,701219592;;;;
R1259;42270;16:45;180,938108;0;2,461473969;0;0;0;0;0;56,43064061;32,91787369;14,10766015;37,62042708;32,91787369;9,405106769;;;;
R1259;42271;16:45;127,1456975;6,762;0;0;0;0;0;0;54,55498788;0;4,959544353;29,75726612;24,79772176;19,83817741;;;;
R1259;42272;16:45;39,12175309;6,762;0;0;0;0;0;0;15,29458436;5,098194787;0;20,39277915;5,098194787;0;;;;
R1259;42275;16:45;166,2674506;6,762;0;0;0;0;0;0;9,887397178;0;9,887397178;19,77479436;59,32438307;74,15547884;;;;
R1259;42276;16:45;234,7305185;20,286;2,461473969;0,406803066;0;0;0;0;23,44407232;18,75525786;0;79,7098459;42,19933018;93,77628929;;;;
